,mol_id,atom_index,shift,DFT_shift
28263,20109442,4,136.9,143.92924987617
28271,20109699,9,28.2,18.19802187005999
28287,20109705,11,56.0,48.96672179404498
28321,20109719,1,151.8,158.56541022296997
28367,20110077,4,193.6,206.03899085973
28368,20110088,6,35.5,1.344842919740998
28377,20110088,7,171.8,1.256556674308996
28419,20111567,0,87.93,94.21791397878
28420,20111567,2,173.86,166.84319108472
28436,20111941,23,115.19,108.33063636706
28453,20111959,4,179.82,172.50088275602002
28473,20112351,8,180.39,172.75767275893497
28527,20112700,3,175.05,169.107330865785
28535,20112714,12,123.9,130.27337594245498
28558,20119795,11,22.5,3.133551437728997
28566,20119795,21,73.0,2.3724473900739973
28574,20119795,13,147.5,3.091962049385
28580,20121665,10,103.6,113.244245903455
28581,20121665,12,105.4,113.23970351349
28647,20121678,2,105.6,113.605317582375
28701,20122062,16,18.3,25.99237646361999
28703,20122062,17,25.9,18.66985054684997
28724,20122075,7,7.7,1.0734174379169978
28734,20122082,6,36.4,2.607846976292997
28737,20122082,5,63.0,2.389685097084996
28746,20122085,0,122.1,114.61111869654
28788,20122102,1,158.7,148.26868199166995
28822,20122443,6,45.8,5.400993945667995
28828,20122443,14,120.7,7.227552455240996
28900,20122456,4,28.5,36.95799577891501
28905,20122456,0,161.6,155.5552553751
28937,20122465,1,157.9,166.88639211268497
28953,20122472,11,27.3,35.15814624023
28966,20122474,1,50.0,56.81500518761497
28995,20122492,10,14.2,2.226610916472996
28996,20122492,11,16.2,2.064813603047
29007,20122796,17,11.6,1.4977933676639985
29008,20122796,18,15.8,1.6946133239059975
29009,20122796,26,18.8,2.194233212828
29011,20122796,9,28.9,2.783416214368
29012,20122796,10,29.5,2.651078051018996
29014,20122796,24,32.6,1.984370970329
29019,20122796,16,44.0,2.3250208945939974
29023,20122796,25,54.0,1.5962033457849998
29033,20122796,15,211.4,1.3693770106720002
29035,20122802,4,64.0,0.6746700566889992
29038,20122802,3,76.1,1.6732714009399956
29043,20122803,11,28.2,1.5050897515839985
29053,20122803,18,58.0,2.777214288035996
29055,20122803,17,74.3,2.499404470281996
29058,20122803,10,130.3,1.4076830262519984
29059,20122803,12,139.2,3.377341865456
29060,20122803,13,144.1,1.4578456657019956
29071,20122832,1,102.9,109.15754463387998
29074,20122832,3,135.2,128.07988482233498
29097,20122838,0,120.9,114.89748255752498
29131,20122845,6,55.0,7.372294471253997
29138,20122845,2,124.7,135.75024183450998
29139,20122845,4,132.1,126.057264882175
29140,20122845,3,134.1,124.58900981093498
29141,20122845,7,146.4,7.288933284967996
29148,20122849,5,36.9,30.644170374159984
29149,20122849,1,45.7,57.860721345514975
29150,20122849,0,56.5,47.479427343589975
29153,20122853,8,40.2,50.66586558074
29169,20122858,0,69.9,77.007571574155
29170,20122858,2,122.3,128.95559961963002
29215,20122865,17,17.8,25.864126432055
29216,20122865,18,25.8,19.11587458277498
29224,20122865,11,115.4,123.24223950961
29365,20123230,3,107.3,115.148956997715
29367,20123230,4,151.8,144.025606531385
29390,20123238,4,170.4,162.61007022372
29395,20123241,0,34.4,44.373302426884976
29396,20123241,8,40.3,31.42623462089998
29409,20123244,9,178.6,172.55829083344997
29439,20123542,5,124.3,118.07792870578498
29440,20123542,9,124.3,115.77184430248998
29447,20123558,15,21.6,1.9574655546239967
29449,20123558,10,26.2,1.3442044861479978
29453,20123558,7,29.4,7.340281586804997
29454,20123558,12,31.1,1.3556962908219994
29455,20123558,11,34.4,0.8166759287319962
29456,20123558,6,39.3,7.277076661097999
29460,20123558,14,74.3,1.189703556641998
29469,20123558,16,169.1,1.2813643796369971
29481,20123567,3,173.8,163.03492865534
29483,20123567,1,194.9,202.19255302532503
29500,20123570,5,15.3,22.94153339925498
29508,20123570,0,133.2,148.66657602328502
29512,20123570,6,165.7,158.41638117347998
29514,20123572,13,13.9,1.2486218567959997
29520,20123572,12,63.8,1.1050655031699996
29545,20123596,10,117.1,124.696094238195
29560,20123597,10,31.7,41.75205347729499
29586,20123603,4,158.0,164.609591627675
29587,20123603,0,164.3,148.029868255425
29663,20123912,12,32.2,38.73986905092997
29676,20123929,3,99.0,105.35991332995
29689,20123946,6,31.1,38.158346488815
29690,20123946,9,31.1,40.969989230554965
29701,20123946,4,132.6,124.5954851328
29702,20123946,5,132.6,146.428434176275
29704,20123946,8,151.5,159.07889358220498
29723,20123958,3,111.6,121.43485153651498
29724,20123958,0,117.3,111.32165518912
29725,20123958,1,126.1,119.951519596455
29774,20123973,7,93.6,100.97264114992498
29777,20123973,13,113.2,106.901909753175
29806,20123984,7,105.1,113.956338015415
29807,20123984,10,105.1,113.95430843692
29830,20132324,27,17.9,25.824887914484968
29832,20132324,21,25.7,17.557738178184962
29844,20132324,3,123.3,117.136010990915
29857,20132324,26,25.7,18.148345520230013
29858,20132324,22,17.9,25.91795858546999
29859,20132889,7,85.1,107.293328462925
29860,20132889,0,111.6,118.98350730093496
29891,20132902,0,159.9,167.38392878374498
29908,20132914,13,21.5,7.370105556077997
29909,20132914,14,21.6,7.240777151095997
29910,20132914,10,27.0,7.237493778331999
29915,20132914,12,69.4,7.296594488083997
29923,20132914,11,174.8,7.320763759818997
29925,20132918,12,25.4,2.666947686044999
29931,20132918,15,45.4,128.92177331137998
29933,20132918,16,121.0,127.92225422589
29934,20132918,5,125.1,1.6753691113170002
29935,20132918,9,125.1,2.304226200421997
29940,20132920,9,33.2,39.419584553565
29949,20132920,12,158.9,165.21083009517
29950,20132920,13,158.9,166.08577171970498
29957,20132926,8,17.6,25.70910529367498
29958,20132926,7,25.5,18.084752060719985
29965,20132926,6,134.4,141.80698729656496
29968,20132930,11,8.2,1.0388508190959982
29971,20132930,6,26.9,3.5436082140329965
29975,20132930,9,53.0,27.172334741975
29978,20132930,7,162.7,3.5619403786319985
29979,20132930,8,173.0,3.6536012016269983
29988,20132936,3,36.3,30.139385208474973
30011,20132952,2,124.9,132.768597732165
30012,20132952,5,133.1,124.26476048470998
30026,20132961,4,91.0,98.9454788198
30027,20132961,1,114.2,108.17368229678
30029,20132961,7,171.7,162.170618156255
30031,20132961,0,177.2,161.44654186651502
30032,20132961,6,209.6,218.43942552439492
30071,20133259,8,211.4,220.42522311186
30073,20133265,1,104.8,118.00544375953498
30075,20133265,2,115.0,127.79448742729996
30081,20133265,8,178.2,172.239647009735
30091,20133267,2,155.9,162.05812151967496
30092,20133267,0,162.5,155.50403267975
30116,20133279,8,114.3,108.22828762295498
30144,20133301,5,117.5,4.981543075066998
30145,20133301,4,128.9,5.107314492887999
30149,20133304,5,22.4,173.28961561781497
30180,20133308,0,176.8,183.39788298886492
30183,20133309,6,50.4,0.5950482671619994
30184,20133309,7,58.8,3.5956861542619976
30216,20133317,9,139.0,146.82217240430495
30218,20133317,7,246.7,254.00276302633
30224,20133320,2,247.2,254.38355061063
30238,20133324,11,236.0,245.39947643262
30260,20133654,7,15.1,4.329702376613998
30267,20133654,5,73.6,66.62270164821498
30270,20133654,10,170.8,216.26149450607
30271,20133654,8,206.9,4.042589669361998
30276,20133655,2,24.9,36.072036442549965
30369,20141863,4,113.5,105.52556559378
30375,20141863,5,165.9,157.54114960916002
30395,20141871,3,114.8,108.54944425814
30396,20141871,0,125.3,116.303110635205
30397,20141871,4,125.3,115.44798156264498
30399,20141871,7,157.3,151.08631682229998
30470,20141911,5,32.9,42.03687099276
30504,20141921,2,121.2,136.53723505759498
30505,20141921,4,131.3,139.26257239
30506,20141921,5,132.2,121.132540987355
30507,20141921,13,139.5,149.47463820407998
30520,20141922,1,139.8,146.51483623220497
30534,20141925,0,143.3,137.00268505911498
30536,20141925,5,143.3,137.00075212721498
30544,20141930,2,174.2,166.10046200214498
30563,20141950,8,23.6,7.140999100989998
30564,20141950,19,25.6,1.8743779827349984
30566,20141950,15,37.7,140.14379604321002
30573,20141950,10,112.7,7.012309129600997
30575,20141950,17,121.8,1.7317336770989975
30576,20141950,11,124.8,6.599698618925
30579,20141950,18,133.8,1.918065081455996
30580,20141950,9,145.4,6.459152023665997
30588,20141952,4,105.0,117.05763060236998
30589,20141952,0,116.9,102.72223445921
30592,20141952,6,123.2,114.272565674255
30600,20142238,5,28.7,37.07068570868498
30616,20142240,7,17.4,6.041160429848998
30618,20142240,6,58.4,6.374057946198999
30624,20142240,5,243.6,7.262666302855997
30634,20142245,2,73.5,79.61702963915499
30637,20142245,8,92.3,99.78495114397
30675,20142284,6,16.0,1.1487526018909977
30677,20142284,7,27.0,0.8470471267989979
30680,20142284,5,67.6,1.0379387711059955
30684,20142284,9,171.0,1.932110620501998
30692,20142287,14,117.2,7.494600106712997
30702,20142294,6,25.6,40.40479994299497
30718,20142303,9,36.0,3.731854919169
30721,20142303,10,52.3,3.484507504280998
30726,20142303,8,170.0,3.688259025246997
30735,20142308,8,59.5,1.1846872926969994
30736,20142308,7,121.1,1.5328160104799975
30766,20142609,2,162.5,155.11261396999996
30794,20142621,3,142.4,149.12352112444495
30826,20142632,4,129.0,135.154415576335
30863,20142643,0,135.5,126.268534338845
30878,20142649,4,12.1,1.000727213113997
30879,20142649,5,12.1,1.2504459527759977
30886,20142650,8,62.9,7.043227556461999
30887,20142650,5,85.8,158.86279179578497
30893,20142656,4,27.8,8.349097868544
30929,20142685,12,69.9,4.559629674892996
30930,20142685,9,74.1,66.10960487535998
30932,20142685,6,100.8,93.62034808189496
30935,20142686,5,16.3,64.96086344719
30977,20143184,0,132.3,139.499066607965
30992,20143205,5,130.6,138.73642832682
30994,20143205,4,137.0,130.339482213435
31030,20143214,1,93.4,108.99575823384998
31032,20143214,2,160.4,167.34778295721495
31045,20143219,9,106.3,127.73292354628498
31046,20143219,6,115.7,123.04111794541498
31048,20143219,10,169.7,150.302609583445
31049,20143219,8,176.5,161.342550130295
31056,20143221,4,71.1,82.98796622615998
31062,20143223,1,133.6,148.53909916447995
31069,20143224,4,69.8,82.42084400669998
31083,20143227,0,35.7,45.64169233966497
31101,20143234,0,114.3,122.85874582065
31157,20143251,3,39.4,47.02161242307497
31176,20143545,13,15.3,2.012644458018997
31177,20143545,11,21.4,1.490588188542997
31178,20143545,12,21.4,1.297416424260998
31179,20143545,4,22.9,30.13117024789997
31180,20143545,14,27.1,1.9291920669339968
31184,20143545,10,37.0,1.4093247126339956
31185,20143545,7,39.7,1.2354883657399969
31187,20143545,9,54.2,0.8247019510439983
31188,20143545,8,61.1,0.8728580849159968
31211,20143554,6,172.6,163.96698841752
31236,20143560,1,121.8,115.70109899495
31248,20143561,11,121.4,131.178954537605
31261,20143562,7,33.7,25.60115104706
31263,20143562,6,51.8,45.38722185502999
31357,20143579,0,146.0,139.20709724447
31358,20143579,1,108.6,115.115323982655
31381,20143586,4,138.0,145.032857344475
31382,20143586,3,141.5,134.77092188737498
31387,20143593,5,40.5,47.770236947944994
31427,20143606,2,115.5,121.89798201975498
31429,20143606,0,121.2,114.277011417625
31446,20143610,4,147.7,139.19501642009502
31491,20143919,1,153.9,163.81757278165
31492,20143919,6,153.9,163.817282841865
31497,20143921,0,98.7,91.367902538825
31521,20143959,0,111.3,121.80935709214
31522,20143959,3,111.3,121.80375158963
31524,20143959,11,122.9,116.572174755685
31526,20143959,17,122.9,116.579713190095
31594,20143975,11,112.2,120.67375960089
31628,20143981,11,71.4,81.18222124517999
31629,20143981,10,79.6,70.07955705817497
31632,20143981,5,109.6,103.00057665280998
31703,20144338,9,168.9,162.46819302225995
31708,20144341,0,126.0,116.47272540942998
31748,20144353,8,167.6,160.55835965846498
31755,20144354,9,135.5,142.78679047667498
31759,20144354,5,154.5,147.72523818798496
31773,20144359,0,122.8,133.69727486352
31774,20144359,3,132.5,138.63630245439998
31779,20144359,1,157.7,142.21241976258997
31821,20144687,4,90.6,97.44146450840998
31826,20144689,7,123.5,135.97513846107498
31828,20144689,8,137.4,126.68092535971
31833,20144694,15,127.4,110.72186642055
31838,20144694,2,154.8,145.809509381895
31843,20145048,0,109.6,120.17892903448995
31874,20145109,16,21.0,2.2431189850919964
31875,20145109,13,21.2,170.10211426811998
31877,20145109,0,26.9,36.181923621065
31881,20145109,9,88.3,9.148051907783998
31882,20145109,10,89.1,2.1160707000850003
31883,20145109,11,104.9,2.8032988605499973
31889,20145109,6,192.6,6.820323027705996
31933,20145115,2,20.8,14.45489924570998
31984,20145421,1,184.8,198.06313396076
32091,20145488,12,75.0,82.89557208133999
32117,20145497,3,126.2,132.32180052348
32118,20145497,8,126.2,133.38365666274498
32131,20145794,5,115.5,107.3460008572
32133,20145794,3,137.6,130.06848516105498
32170,20145827,2,124.6,132.90583589706495
32200,20145836,9,106.1,100.052178979145
32202,20145836,1,115.6,105.631973494875
32259,20145856,4,42.2,50.56767264022
32318,20146183,3,148.3,141.022796824735
32332,20146186,2,66.9,56.54816393881997
32335,20146186,6,102.3,7.161428975966
32339,20146187,15,55.8,5.330127816844996
32342,20146187,1,76.0,67.37644844261999
32345,20146187,14,115.5,5.237372536261997
32349,20146188,14,91.0,84.53827425655498
32351,20146188,3,115.8,125.319464775945
32360,20146188,4,132.6,139.13760834266498
32397,20146208,13,25.5,1.4812852990449985
32399,20146208,12,27.4,2.1609434611929963
32400,20146208,14,28.2,0.5986964591219959
32407,20146208,19,60.7,0.9531183080359966
32426,20146225,1,108.8,121.20570245977
32428,20146225,2,151.2,159.31577438654998
32449,20146240,6,11.8,3.406937031474996
32464,20146535,1,155.4,162.97694069834
32474,20146551,7,105.2,58.058073692504976
32475,20146551,6,125.7,153.856111588405
32479,20146558,11,20.7,2.1420640677999963
32480,20146558,6,27.9,1.6864960967950005
32483,20146558,5,38.5,2.4693980914109983
32490,20146567,7,43.4,5.031158485722997
32494,20146567,6,129.8,112.713849390095
32496,20146567,8,140.4,5.121360031933996
32499,20146567,10,34.0,2.5810327653869973
32505,20146571,9,125.0,132.38075494643
32521,20146574,2,151.4,158.52936104303498
32522,20146574,4,157.2,150.20518981568495
32552,20146583,1,127.5,139.551255769265
32579,20146588,5,96.8,105.21996906039
32587,20146589,9,88.9,95.40280123348
32588,20146589,14,88.9,95.37438713454998
32617,20146611,0,150.1,156.291412489215
32620,20146910,5,55.5,63.66676554013999
32652,20146918,1,104.2,112.28570497424498
32657,20146918,8,129.4,136.26942734285
32660,20146918,2,148.1,139.86912642021994
32711,20146934,12,154.4,148.43800682610996
32719,20146943,0,129.8,136.182348760755
32720,20146943,1,129.8,136.18273534713498
32767,20147284,14,105.2,99.14341104636
32768,20147284,2,108.4,118.21796962194
32771,20147284,8,127.2,112.27430067603498
32774,20147284,7,137.1,130.61627806151498
32783,20147285,4,107.5,120.74382838226498
32796,20147285,6,147.4,155.02592197428498
32801,20147286,0,106.4,114.17553249287498
32803,20147286,2,126.5,118.851488052165
32832,20147297,2,69.2,96.720770849495
32839,20147297,1,162.9,149.10235552013995
32840,20147297,10,163.7,157.220959439925
32913,20168002,9,61.9,5.042194266401996
32916,20168002,10,102.4,6.786121228081001
32918,20168002,5,146.2,7.872279179371997
32927,20168332,2,121.1,111.345913484465
32928,20168332,4,121.1,111.01721841487
32929,20168332,1,129.5,122.02468570579998
32930,20168332,5,129.5,121.65994145627
32958,20173306,4,134.6,141.19888692082498
32969,20173727,0,232.4,239.65644581793487
32970,20173727,1,200.6,182.43905211987
32971,20173727,2,189.2,200.720432090285
32976,20173727,10,27.2,34.930060276029955
32979,20173977,9,123.9,113.958464240505
32985,20173977,5,186.6,192.8376458623
32987,20173977,3,125.0,136.44242474790002
32999,20176233,3,142.9,152.91912284987998
33002,20176233,5,156.8,141.361059907235
33134,20179849,0,159.8,167.864262360895
33153,20179859,8,184.1,173.979865599305
33187,20179870,5,18.5,25.846730044954995
33188,20179870,6,25.8,17.993421028445
33191,20179870,4,140.0,146.91736930038
33194,20179873,7,38.9,7.393089165425997
33195,20179873,8,54.0,7.652019589786995
33196,20179873,6,72.0,7.275890998711
33207,20179880,5,115.3,122.87015011885998
33234,20179883,8,27.0,37.629496320974994
33235,20179883,10,27.0,37.629496320974994
33240,20179883,0,128.4,142.79751824872
33241,20179883,3,128.4,142.79751824872
33242,20179883,4,144.2,152.614782722225
33243,20179883,5,144.2,152.614782722225
33245,20179884,3,102.1,95.39893536968
33261,20179887,3,130.2,137.94131678975498
33262,20179887,5,130.2,138.421843660095
33269,20179893,0,138.2,130.59665880273002
33270,20179893,5,138.2,130.512866204865
33274,20179900,16,54.9,2.427261474272996
33276,20179900,15,99.5,2.485541340833997
33278,20179900,11,105.9,3.097981566119
33284,20179900,12,129.7,3.4194784825939983
33286,20179900,10,151.0,2.6919378009709973
33295,20179902,3,167.4,159.29644506755
33342,20179919,1,145.0,157.45900000340998
33361,20179925,4,124.1,130.92931638272
33412,20179958,2,118.5,109.514460509215
33433,20179975,10,114.0,107.84556710675498
33445,20179978,6,59.7,69.46507800716499
33449,20179978,5,116.3,122.68806793388
33450,20179978,9,117.6,125.491882301425
33521,20180026,7,96.3,107.52170436691
33608,20180066,1,44.0,57.642589980599965
33659,20180110,0,121.7,115.73086614621
33672,20180115,7,121.3,127.76008123947996
33716,20180133,0,163.7,153.5450061991
33720,20180135,10,60.7,127.90775723663998
33731,20180138,4,160.4,143.13732767673997
33749,20180148,10,13.4,1.4645948208279975
33750,20180148,12,19.0,1.526796493745998
33751,20180148,8,20.8,0.9913331188169998
33752,20180148,9,21.2,29.646294280784986
33753,20180148,11,29.7,1.401572304719
33758,20180148,6,81.1,0.947463610497998
33759,20180148,7,94.7,2.411847863241995
33761,20180148,5,185.2,16.35970698656499
33774,20180149,0,140.6,147.12312990113497
33775,20180149,1,147.1,140.76697328777
33778,20180152,3,29.4,22.79617692037499
33779,20180152,0,73.2,66.59457748906999
33780,20180152,1,173.5,161.543575047895
33788,20180164,1,127.5,136.29068959375
33814,20180169,8,138.6,144.77780698027
33854,20180198,1,68.3,137.97359675248498
33921,20180217,6,206.7,213.640535496265
33930,20180224,6,135.3,150.22480907447
33937,20180235,4,44.0,37.73397129016999
33975,20180239,0,115.4,122.54909013027
34034,20180287,1,79.8,86.87538221684498
34037,20180291,5,20.4,28.465852769454983
34038,20180291,6,26.3,15.34134181504999
34039,20180291,9,41.7,49.83828078775497
34094,20180297,6,158.0,151.273521276815
34095,20180297,7,158.0,151.27342463021998
34098,20180301,4,23.7,140.03361892491
34106,20180303,17,101.6,7.7426771599930015
34109,20180303,15,112.6,6.6084542796289965
34113,20180303,9,140.8,6.587294766261
34115,20180303,14,144.8,9.363021619026998
34118,20180303,16,163.9,6.958224683793997
34126,20180311,1,95.8,89.532390406585
34169,20180324,14,23.4,2.917304859299996
34170,20180324,16,26.2,8.024317579304999
34171,20180324,12,31.6,3.198854073812996
34172,20180324,13,34.2,3.190645641903
34176,20180324,15,47.0,6.611372833196999
34177,20180324,10,76.1,3.1741375732840003
34184,20180324,9,165.1,2.9172136545009977
34185,20180324,8,184.7,3.173863958886997
34213,20180344,12,11.4,4.089924960042996
34214,20180344,10,16.3,3.581823024814
34216,20180344,13,26.6,5.372811662776996
34217,20180344,11,26.9,3.5791780856429973
34244,20180353,8,115.6,108.81212970335
34250,20180353,18,141.9,135.88429066177497
34295,20180377,17,152.1,161.21178728726002
34354,20180408,4,111.9,119.824525970625
34389,20180416,1,114.2,108.07287989819498
34397,20180416,9,162.0,168.82947190515998
34431,20180428,8,142.7,149.93554581563498
34448,20180447,3,144.1,152.85726902908002
34449,20180447,1,153.7,141.859756337435
34458,20180456,5,14.9,3.345693800202998
34462,20180456,6,54.6,3.931593428978996
34509,20180461,5,133.2,142.01400430305495
34545,20180474,2,26.6,33.50027054959997
34552,20180474,1,137.0,143.28181433626497
34610,20180490,4,157.9,166.17632957921998
34614,20180492,7,85.6,92.918500509005
34616,20180492,3,111.1,121.14017606836
34624,20180492,8,178.8,171.12840446042495
34627,20180495,12,21.4,0.4455636016009983
34628,20180495,13,31.0,0.7478163054869961
34638,20180495,14,170.1,0.8288061669989979
34647,20180497,8,171.8,164.03444774083
34705,20180516,5,20.8,2.240930069915997
34709,20180516,6,68.6,2.264916932052998
34714,20180516,7,206.5,2.1270152759649967
34723,20180526,0,68.6,76.21912865214499
34740,20180530,8,145.7,152.709882971705
34741,20180530,6,155.7,165.863097964825
34767,20180540,6,176.4,161.99307836123998
34770,20180543,1,69.8,62.45365747969998
34771,20180543,3,87.6,96.109771075905
34775,20180543,0,160.0,151.90075767836495
34785,20180561,10,12.2,3.484507504280998
34791,20180561,2,54.2,44.21895781467001
34792,20180561,9,65.2,3.180248294816998
34796,20180574,6,51.0,57.588177947614966
34820,20180589,5,149.0,155.656444360065
34868,20180613,17,206.4,215.94420373468492
34871,20180617,0,141.8,147.91727497224997
34872,20180617,1,141.8,147.905194147875
34884,20180629,7,174.7,167.42423041386002
34934,20180648,9,10.2,1.4693374703759972
34937,20180648,11,55.1,0.9989031171339988
34938,20180648,10,55.9,1.7891927004689985
34941,20180648,2,97.6,104.38803517062998
34959,20180658,6,61.1,3.4489376326709973
34962,20180658,5,170.4,3.548806887575996
34986,20180673,4,129.4,136.92072874655494
34995,20180685,8,176.8,168.91036510517498
35008,20180702,6,158.4,149.64869872167498
35009,20180702,7,158.4,149.64869872167498
35011,20180704,8,114.2,108.025136480265
35042,20180709,7,27.4,18.515699227825
35045,20180709,3,162.4,171.65348541106002
35046,20180709,5,172.7,164.44664546850495
35077,20180716,20,14.1,7.2099499290339955
35078,20180716,19,19.5,131.66209086600998
35081,20180716,3,82.0,1.6011284049309964
35086,20180716,4,163.1,1.3774942377829973
35087,20180716,5,173.1,1.5938320210109964
35133,20180725,6,142.3,148.43114491786497
35134,20180725,8,151.4,141.19772716168498
35140,20180731,5,120.2,113.640690236145
35149,20180732,8,106.3,112.608504601545
35207,20180751,12,19.9,13.35921679819498
35224,20180755,7,144.2,150.74051530538998
35235,20180759,5,109.3,115.529164702445
35268,20180769,0,201.6,209.83381941240492
35280,20180775,13,144.0,150.66783706594998
35328,20180788,9,56.7,7.398105429371
35330,20180788,10,74.2,6.850876635370997
35370,20180798,5,41.0,3.1334602329299948
35376,20180798,7,132.8,2.1003834746569967
35378,20180798,9,141.8,157.64842732961
35425,20180822,12,34.7,2.217855255768999
35427,20180822,5,71.0,1.0452351550259955
35430,20180822,6,142.2,0.8674770017750006
35457,20180828,8,24.9,2.0237714434969973
35463,20180828,7,66.0,2.2420245275039967
35499,20180838,6,119.1,99.54420447582498
35530,20180856,3,31.3,38.66284171471497
35533,20180856,9,46.9,54.93406915572498
35537,20180856,7,146.8,154.36089675409
35563,20180879,2,150.1,158.14770363937998
35576,20180882,4,48.8,146.06455974609997
35577,20180882,7,53.7,5.128474006255996
35583,20180882,6,167.4,5.147170990050999
35589,20180884,4,124.3,130.62845553248502
35610,20180885,6,78.4,86.30468407336998
35619,20180888,7,86.4,97.31795015999998
35623,20180890,16,18.0,168.010198719345
35629,20180890,9,71.2,0.9818478197209972
35645,20180911,9,17.6,25.23225099394497
35647,20180911,8,25.5,16.917647779499987
35655,20180911,7,132.7,139.015447046585
35690,20180919,7,132.4,138.83500785372
35710,20180924,2,175.4,169.44743023358998
35721,20180925,5,190.9,184.90160736047
35738,20180927,3,114.9,124.32255514852
35776,20180938,4,113.8,1.0981339384459972
35778,20180938,14,125.9,7.275617384314
35779,20180938,12,126.0,7.3055325583859965
35780,20180938,11,128.4,7.612345502221999
35781,20180938,13,128.4,7.2007382443350005
35783,20180938,3,159.3,1.530444685705998
35836,20180969,2,140.0,129.67484357962
35837,20180969,7,149.7,156.44682021397497
35838,20180969,10,150.8,157.041969945985
35840,20180969,3,157.5,151.49861119656998
35841,20180969,0,173.0,156.07434423684495
35842,20180969,5,193.8,186.9982585924
35851,20180971,2,166.5,174.07728536706497
35896,20180990,9,137.0,143.15916980721002
35905,20180997,2,127.0,133.62169722623
35933,20181008,7,89.5,96.39710140284
35966,20181011,0,167.2,183.36396003402
35967,20181011,5,218.5,230.604525730235
35983,20181016,6,28.9,35.517574927034985
35994,20181024,4,18.9,66.67730697438998
35995,20181024,8,19.4,1.5328160104799975
35997,20181024,7,67.5,1.5657409429189997
35999,20181024,0,85.6,76.88985602144498
36000,20181024,2,133.7,140.52516350707998
36002,20181024,3,171.8,139.22816620217998
36009,20181034,6,139.7,132.62797693643998
36073,20181065,2,27.4,36.088659656889966
36074,20181065,1,33.6,26.73442902002997
36081,20181065,4,149.0,156.08526530208
36091,20181079,5,126.5,120.23595052554
36092,20181079,4,130.3,145.13433626922497
36095,20181097,5,85.6,159.060144142775
36117,20181105,7,166.1,159.98630846266002
36183,20181123,2,107.4,117.03791469699
36184,20181123,4,107.4,117.03269578085998
36200,20181126,3,77.2,84.54745568307999
36212,20181134,0,74.5,67.57186785770999
36217,20181134,13,165.9,128.92409282966003
36218,20181136,8,42.9,66.12835431478999
36219,20181136,9,101.4,135.68867795349502
36220,20181136,14,101.4,135.597056981435
36260,20181150,7,28.9,7.227643660039997
36261,20181150,8,33.0,7.8912497775639965
36263,20181150,6,65.1,8.262635719092
36365,20181192,4,133.0,126.59732605503498
36372,20181198,9,112.5,128.171312501205
36383,20181208,7,40.3,6.056209221684001
36387,20181208,8,112.8,7.238132211924999
36414,20181226,13,71.2,128.67455132137
36416,20181226,2,109.2,124.71610008336
36425,20181229,11,107.1,114.85089889873498
36447,20181231,10,129.1,121.25943796659
36451,20181231,9,138.6,144.73576571144497
36463,20181234,13,26.0,4.566196420420997
36474,20181234,12,134.8,1.3192143712219957
36484,20181235,8,125.3,131.52330635559
36524,20181246,0,118.4,107.08128583349496
36539,20181250,11,17.8,25.607529722329986
36540,20181250,12,25.7,17.002310196720007
36555,20181253,0,60.2,53.82466289172
36558,20181253,6,173.3,5.387586840215
36559,20181253,3,178.8,172.04683705270998
36619,20181276,4,133.8,142.08503955037995
36651,20181286,3,142.4,136.19153018728
36669,20181295,0,148.6,156.42043569354
36671,20181301,9,23.3,1.4249207332630007
36680,20181301,10,205.1,1.2002833133259971
36681,20181301,11,205.1,0.8402067668739974
36696,20181346,3,53.0,46.19344775051997
36699,20181346,1,136.3,143.02376792761498
36750,20181383,5,119.0,112.98378332993
36764,20181390,8,166.9,159.71589128985
36795,20181410,5,38.8,1.3522305084599964
36799,20181410,7,117.4,2.7968233198209984
36800,20181410,6,135.2,3.0449003731009974
36832,20181425,5,141.7,130.61357195685494
36870,20181448,1,143.2,151.34764921517998
36886,20181485,2,90.5,81.99501910912998
36889,20181485,3,160.4,168.425585784655
36909,20181498,9,37.2,7.475264689324998
36914,20181498,0,111.2,100.002309336125
36916,20181498,14,142.0,30.539502111775
36919,20181498,4,151.5,144.25910470490498
36921,20181500,6,103.3,6.894472529293001
36923,20181500,1,114.9,107.34561427082
36927,20181500,14,13.3,4.142094105070998
36931,20181500,8,40.3,97.1691144037
36934,20181500,7,75.1,7.349402066705
36940,20181504,2,153.0,146.98734143515998
36952,20181508,3,129.0,122.056095849175
36955,20181508,7,171.6,165.48115062138496
36957,20181509,2,133.7,141.14370171508003
36962,20181519,0,107.7,100.68879010040996
36984,20181526,5,25.2,18.40639192888
36993,20181536,6,51.2,7.996226501212997
36995,20181536,9,60.2,5.132578222211
36997,20181536,8,134.4,5.575103906959001
37023,20181544,5,28.1,21.89378766285997
37025,20181544,1,63.8,57.582959031485
37033,20181544,8,176.5,168.17846044124
37047,20181553,5,60.0,3.807281287941997
37051,20181554,16,44.0,2.1847479137319965
37056,20181554,14,124.0,2.706439364011996
37059,20181554,15,128.3,2.245855129061997
37062,20181554,10,145.6,7.8730088177639965
37086,20181557,7,97.8,104.14970466735998
37094,20181559,7,44.3,4.499890531547997
37097,20181559,8,61.2,4.701179522940997
37178,20181599,18,60.9,71.10265791284498
37182,20181599,19,113.0,125.9755985094
37183,20181599,17,117.7,124.60089734212
37205,20181614,8,53.7,4.470978610264996
37216,20181614,7,171.4,3.8905512694289968
