,mol_id,atom_index,shift,DFT_shift
22361,20035869,2,54.7,61.38590589814
22365,20035872,1,28.4,34.87642141580497
22406,20036214,0,89.6,83.55160916819999
22410,20036233,2,53.9,47.98256951716
22412,20036233,5,57.1,50.30923964518999
22431,20036579,0,140.8,148.464198053355
22433,20036579,5,171.9,164.711070552425
22473,20037375,7,29.9,21.269257365969988
22474,20037375,8,29.9,23.960188510554985
22518,20037726,2,44.3,52.08241472365498
22553,20038075,6,170.2,162.439875569925
22561,20039213,4,124.8,114.870614804115
22569,20039221,5,97.0,108.781686025925
22588,20039226,12,147.0,154.96638767176498
22675,20039278,0,104.8,98.55850585342
22725,20039287,14,105.6,116.05231272118
22733,20039287,8,116.8,124.79032466831998
22758,20039319,4,140.4,147.90268133640498
22780,20039329,7,172.0,163.67260288914997
22807,20039572,3,115.6,109.1880849579
22821,20039577,2,107.0,115.70544809172496
22845,20039643,6,176.0,169.20591039268498
22870,20039661,0,131.3,124.725474803075
22873,20039661,6,170.7,161.95751241428002
22912,20039953,11,171.0,164.093498810375
22944,20040348,7,177.6,170.392730579285
22963,20040359,7,174.5,167.901374653375
22983,20040384,8,165.4,173.1217404823
23057,20040695,1,133.9,140.10049836865
23085,20040742,7,182.1,174.30604785742997
23110,20040797,1,99.1,106.44022896885998
23124,20040811,6,112.9,104.08243863724
23198,20041817,1,128.6,137.589909770335
23199,20041817,4,128.6,137.597061618365
23202,20041817,0,136.8,144.25494890132
23203,20041817,5,136.8,144.24644400096
23204,20041817,6,27.1,37.22812301193997
23205,20041817,8,27.1,37.24136359545497
23244,20041829,0,104.5,96.71603516634
23267,20043312,22,16.2,3.706773599443999
23269,20043312,21,22.0,3.354175846509996
23270,20043312,24,23.3,5.048669807130999
23271,20043312,12,23.8,16.660567836800002
23274,20043312,8,39.0,4.489310774863998
23276,20043312,11,48.6,138.95997190105498
23277,20043312,6,71.7,6.596962474954998
23281,20043312,5,105.9,97.832979864755
23282,20043312,16,111.0,25.77956066142997
23284,20043312,17,120.5,1.9865598855049955
23285,20043312,14,124.1,2.6022834835539967
23286,20043312,25,124.5,6.343960362529
23287,20043312,20,127.3,5.286167103726999
23288,20043312,19,128.8,1.9684101305039967
23289,20043312,15,130.7,1.7631081279549967
23291,20043312,13,137.6,1.809075346651
23293,20043312,18,146.8,1.8974527968819963
23304,20044463,7,67.9,60.98984815183
23363,20044512,0,137.8,149.94743334682
23364,20044512,1,145.0,136.26807429052
23371,20044519,0,118.3,131.14532152254498
23409,20044854,1,90.6,83.05271944480998
23436,20044867,4,102.3,110.373648738765
23498,20045189,5,62.3,52.89811198545499
23541,20045239,0,163.1,172.78666673743496
23542,20045239,1,163.1,172.78666673743496
23604,20045285,10,42.1,49.41071625147498
23623,20045567,7,36.2,28.43656885117
23632,20045572,4,66.5,72.72100514611999
23646,20045591,0,102.1,121.43088902611996
23650,20045592,0,105.8,112.71897165963
23693,20045612,0,159.9,153.758691820645
23694,20045612,4,159.9,153.74264848587498
23706,20045630,10,26.7,33.21216704990499
23716,20045630,4,133.6,140.37439481887998
23734,20045643,10,35.7,42.98226798505
23742,20045643,11,130.0,142.58992136266002
23759,20045649,2,124.9,132.149672937785
23763,20045650,2,52.5,58.989360281925
23767,20045652,0,143.8,154.16103159563
23776,20045657,3,202.4,209.01222670831
23810,20045673,0,120.1,134.06569168366002
23838,20045682,1,126.4,138.26286001132
23839,20045682,5,130.5,137.53433797821
23843,20045929,3,25.0,35.02177789468499
23844,20045929,5,44.0,57.69274956340499
23845,20045929,4,50.0,56.980947391229975
23847,20045929,1,127.0,139.28132182943
23863,20045940,0,154.8,146.50468833973
23864,20045940,1,154.8,146.50468833973
23883,20045964,2,174.9,167.78336916088
23885,20045968,4,70.2,80.00951146144999
23888,20045968,1,170.8,163.53923058804995
23891,20045980,1,105.6,117.66437792578002
23915,20045996,0,121.2,127.34082831037
23918,20045996,5,41.2,47.47720447190501
23965,20049298,2,120.97,141.09170584696997
23966,20049298,6,120.97,97.09885232913498
23986,20050052,3,66.6,75.71028432946999
24011,20050062,6,137.4,130.66605105794
24017,20050066,3,18.5,170.570560314085
24021,20050066,7,121.1,1.8388081111249968
24022,20050066,6,124.4,5.9628155075079965
24028,20050077,1,121.5,114.742461419145
24107,20050092,12,176.6,167.584180528585
24114,20050096,2,128.0,121.59402847847996
24143,20050102,2,158.8,167.19392157797498
24144,20050102,3,167.6,155.74207324323498
24179,20050107,2,127.8,136.47586446977
24182,20050107,8,129.2,136.37380566545
24264,20050150,0,111.5,98.274654803905
24267,20050150,1,147.3,161.245516948915
24270,20050150,6,162.9,170.12134694052497
24271,20050150,4,175.5,167.32313807549
24277,20050153,3,115.6,96.07178896406998
24278,20050153,1,151.5,159.32930490984998
24282,20050153,5,187.5,194.002527271835
24286,20050159,0,133.4,149.16266299542
24291,20050168,7,121.1,132.30653036146998
24303,20050169,8,135.4,150.54296966521002
24320,20050187,7,76.8,69.99228518289
24328,20050189,7,15.3,70.46759313709997
24332,20050189,4,56.8,1.7258965699629982
24334,20050189,3,76.8,1.0423166014579976
24335,20050189,5,169.3,0.8318159253659978
24345,20050418,6,37.6,6.000391884695997
24348,20050418,5,70.1,6.017994410902998
24350,20050418,3,127.3,133.7285883603
24360,20050420,0,67.0,57.4724919734
24364,20050421,0,143.5,137.38173300470498
24386,20050428,4,133.1,141.76890853813498
24389,20050435,3,41.6,48.79788019257997
24403,20050440,1,155.0,164.77843322913998
24404,20050440,2,162.2,154.29121455909495
24411,20050441,0,31.4,38.949302222295
24412,20050441,2,43.7,50.63155603951501
24415,20050441,5,73.8,80.57441080922499
24416,20050441,3,78.5,89.24293385456
24427,20050447,1,70.5,80.32148667010999
24514,20050545,2,130.9,137.207962426895
24543,20050554,0,128.4,105.41596835505
24564,20050555,5,170.5,162.4538893262
24623,20050796,1,109.2,119.897010916875
24643,20050798,0,97.8,91.547085325955
24679,20050802,4,131.3,140.00559141236
24680,20050802,2,137.1,130.84958294184497
24694,20050808,0,116.6,109.84702144261
24696,20050808,3,141.6,150.48411188885495
24739,20050813,0,160.6,166.72682858433996
24740,20050813,2,168.7,162.08363622075495
24749,20050814,0,160.9,168.07195589354998
24750,20050814,2,169.9,162.48829551402
24774,20050821,4,30.2,20.78215852717
24775,20050821,5,30.2,18.92219480639497
24777,20050821,2,101.1,92.99649431116998
24780,20050821,0,185.6,173.76308728671998
24825,20050861,3,136.3,128.34411661306498
24826,20050861,2,138.3,145.966270158985
24835,20050862,0,90.6,107.79154166015
24837,20050862,1,175.1,163.05831713133
24841,20050862,9,52.0,44.90292576748499
24845,20050863,10,36.3,42.934427920525
24846,20050863,7,111.8,127.67541882226
24847,20050863,6,127.3,150.80285235916497
25015,20050937,0,196.3,206.37319478524
25019,20050939,0,127.1,141.6903348564
25030,20050939,1,137.9,154.42004447022998
25057,20051175,0,67.9,60.08620248857999
25059,20051175,9,167.3,174.77739330124496
25072,20051179,12,115.0,135.60662499434
25077,20051180,0,64.5,76.61441322569497
25135,20051744,8,130.5,140.36096094217498
25151,20051753,6,173.6,180.74561048228
25152,20051753,4,176.7,166.389821907575
25177,20051768,8,138.9,145.07538184627498
25179,20051768,2,166.0,159.51360996651502
25187,20051769,1,111.6,99.07614501624
25224,20051810,5,55.4,62.71914567616498
25225,20051810,0,117.6,132.93231706409497
25232,20051810,3,143.8,151.39993502307502
25280,20051817,0,154.4,162.31645786810998
25301,20051849,7,27.0,18.36280431453497
25303,20051849,1,105.9,146.03054014466002
25307,20051849,5,148.3,121.804814702175
25308,20051849,0,162.9,170.626422045995
25310,20051858,1,24.1,34.934892605779986
25328,20051863,2,70.4,76.50268976187498
25329,20051863,0,123.7,132.24003750411
25332,20051864,2,80.0,86.99648040038
25397,20052145,0,182.0,175.606814379535
25403,20052148,5,27.0,20.33120551490001
25409,20052148,0,181.2,173.387035385575
25446,20052166,1,116.2,129.98101999258
25469,20052170,1,90.5,96.79016310470502
25476,20052173,5,164.6,171.85035452507495
25477,20052178,0,40.5,31.399850100464988
25479,20052178,1,161.9,155.691623720645
25576,20052479,3,22.9,9.245261188829971
25577,20052479,6,22.9,9.237916047609986
25662,20052529,5,119.1,126.31134878043
25679,20052533,3,149.6,142.90566578852497
25700,20052537,8,136.8,144.61969315085
25712,20052540,1,131.3,155.68611486472997
25713,20052540,2,148.1,129.95685834383002
25829,20052579,4,115.1,108.93390441304994
25865,20052849,3,205.1,212.49826938996003
25867,20052852,3,107.2,114.696457639925
25869,20052852,9,188.2,201.46838008899
25883,20052854,5,189.4,182.0399983291149
25885,20052856,9,14.1,1.419722059719998
25886,20052856,10,33.9,1.568477086888997
25888,20052856,8,62.0,1.7724110174529957
25889,20052856,2,69.7,80.64940856694498
25890,20052856,6,84.2,1.4231878420819974
25891,20052856,7,167.4,1.6444506844559967
25892,20052859,4,21.8,2.4239781015089967
25893,20052859,5,36.5,2.391965217059997
25895,20052859,6,45.7,1.9980516901789969
25920,20052872,8,87.8,108.02813252471
25923,20052872,3,139.6,151.954299891995
25936,20052873,1,135.6,144.22634150919995
25937,20052873,0,146.0,139.12311135341494
25980,20052892,6,33.7,2.9022560674649966
25983,20052892,7,80.9,3.8649227209099983
26016,20052899,5,29.2,37.297225327365
26026,20052904,10,126.0,132.59888631134498
26065,20052917,0,86.2,98.612144713645
26067,20052917,1,163.6,173.38133323647
26075,20052919,1,122.9,134.23289029300994
26077,20052919,3,154.2,183.37265822757
26078,20052919,4,180.9,170.58418748397995
26083,20052920,2,164.1,170.64855411624995
26085,20052923,6,16.0,25.521707545970006
26088,20052923,3,124.0,135.597056981435
26112,20052931,3,162.2,154.256615078085
26114,20052931,2,188.7,180.37622719619
26123,20052938,1,159.8,166.079199751245
26134,20052950,0,127.9,134.06076270731498
26147,20052957,3,132.5,139.71410528183998
26159,20052970,0,140.0,151.047948124085
26206,20053230,1,116.8,130.22282977326998
26207,20053230,0,163.2,170.75080621375997
26222,20053241,4,162.7,151.97817160096
26247,20053247,4,165.4,153.617007912375
26257,20053274,8,17.8,25.463043062804985
26261,20053274,9,27.7,17.178110353024973
26265,20053274,2,155.1,163.50753050488996
26269,20053275,6,137.5,143.86903904748502
26276,20053291,11,24.3,15.815490010119987
26290,20053317,0,118.0,108.592838579295
26307,20053971,1,109.8,116.75821945106
26308,20053971,2,161.3,149.38475687072997
26309,20053971,0,162.6,171.37649626978995
26312,20053971,7,169.0,158.54840042224995
26331,20054345,4,48.8,56.21618288499499
26470,20054456,1,131.8,121.38275902181
26498,20054460,3,127.0,137.59048964990498
